EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	10:23:33	4	0.0000	1.3873531464293427	0.10386283695697784	0.7982	0.8524	0.8244	0.72
2	10:31:20	4	0.0000	0.3034528860944051	0.05548025667667389	0.9042	0.9294	0.9166	0.8623
3	10:39:06	4	0.0000	0.2688061337083749	0.04561778903007507	0.9257	0.9489	0.9372	0.8945
4	10:47:03	4	0.0000	0.2600218737123359	0.04086284339427948	0.9311	0.9525	0.9417	0.8999
5	10:54:50	4	0.0000	0.256006714420889	0.03885643184185028	0.9424	0.9596	0.9509	0.9159
6	11:02:41	4	0.0000	0.24743636430401864	0.038344606757164	0.9538	0.9638	0.9588	0.9298
7	11:10:27	4	0.0000	0.2465910433549388	0.03784896060824394	0.9508	0.9665	0.9585	0.9292
8	11:18:12	4	0.0000	0.24218014133736054	0.03602026030421257	0.9555	0.9698	0.9626	0.9361
9	11:26:00	4	0.0000	0.24505092318170366	0.036286547780036926	0.9554	0.9703	0.9628	0.9366
10	11:33:48	4	0.0000	0.2418751669902726	0.03604982793331146	0.9539	0.9693	0.9616	0.9348
