EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	22:42:37	4	0.0000	3.6241505388523763	0.7399855852127075	0.0	0.0	0.0	0.0
2	22:56:58	4	0.0000	0.773647773187697	0.3215028941631317	0.4059	0.3177	0.3564	0.234
3	23:11:35	4	0.0000	0.5003318014434587	0.1466747522354126	0.8191	0.8305	0.8248	0.7304
4	23:26:11	4	0.0000	0.3641688159934475	0.07769745588302612	0.8615	0.8935	0.8772	0.7996
5	23:40:50	4	0.0000	0.3026036739854351	0.060302913188934326	0.8853	0.914	0.8994	0.8363
6	23:55:31	4	0.0000	0.27980458602749936	0.05204438418149948	0.9068	0.9292	0.9178	0.8641
7	00:10:08	4	0.0000	0.26772333166198414	0.0429154708981514	0.9167	0.9393	0.9279	0.8797
8	00:24:53	4	0.0000	0.25569246982989563	0.03838985040783882	0.919	0.9509	0.9347	0.888
9	00:39:33	4	0.0000	0.25205649435590294	0.03445693477988243	0.9362	0.9581	0.947	0.9086
10	00:54:12	4	0.0000	0.246061854285204	0.03251999244093895	0.9459	0.9609	0.9533	0.9195
11	01:08:56	4	0.0000	0.24477671560122874	0.03205592930316925	0.9493	0.9641	0.9566	0.9234
12	01:23:37	4	0.0000	0.23836240494702693	0.03106234036386013	0.9588	0.9697	0.9642	0.9377
13	01:38:12	4	0.0000	0.23560756291328658	0.030085671693086624	0.9611	0.9702	0.9656	0.9397
14	01:52:47	4	0.0000	0.23309431352291174	0.03061971440911293	0.954	0.9729	0.9634	0.9363
15	02:07:18	4	0.0000	0.226162073457489	0.031186794862151146	0.9602	0.9695	0.9648	0.9366
16	02:21:45	4	0.0000	0.22961280801141076	0.0321011058986187	0.9626	0.9722	0.9674	0.9414
17	02:36:23	4	0.0000	0.22348219245041182	0.032355643808841705	0.9633	0.9691	0.9662	0.9395
18	02:50:59	4	0.0000	0.22289881101103606	0.03584488853812218	0.9546	0.965	0.9598	0.9273
19	03:05:31	4	0.0000	0.2240739946529743	0.03203273192048073	0.9677	0.9722	0.97	0.9455
20	03:20:14	4	0.0000	0.21876247837037857	0.033141471445560455	0.9638	0.9728	0.9683	0.9424
21	03:34:41	4	0.0000	0.2209599232856825	0.033248335123062134	0.9661	0.974	0.97	0.9461
22	03:49:20	4	0.0000	0.2184322830777412	0.03461400046944618	0.9691	0.969	0.9691	0.9439
23	04:03:51	4	0.0000	0.21648564623080402	0.03513932228088379	0.9636	0.9712	0.9674	0.9409
24	04:18:20	4	0.0000	0.2156187952503646	0.033382974565029144	0.9682	0.9712	0.9697	0.9447
25	04:32:50	4	0.0000	0.21630953629667646	0.03631811589002609	0.9678	0.974	0.9709	0.9472
26	04:47:30	4	0.0000	0.21386125440470727	0.0348845049738884	0.967	0.9755	0.9713	0.9482
27	05:02:10	4	0.0000	0.21347139737678406	0.03828077018260956	0.9664	0.9722	0.9693	0.9447
28	05:16:37	4	0.0000	0.21246570851394503	0.039603739976882935	0.9696	0.9729	0.9713	0.9489
29	05:31:17	4	0.0000	0.20825366044365823	0.03847472742199898	0.9679	0.9729	0.9704	0.9468
30	05:45:46	4	0.0000	0.20962599127446122	0.03564881160855293	0.9686	0.9745	0.9716	0.949
31	06:00:30	4	0.0000	0.206101025071081	0.035036467015743256	0.9703	0.9738	0.972	0.9499
32	06:15:06	4	0.0000	0.20547051760429222	0.037638358771800995	0.969	0.9745	0.9717	0.949
33	06:29:37	4	0.0000	0.2030103024649214	0.03957783803343773	0.9612	0.974	0.9675	0.9414
34	06:44:06	4	0.0000	0.20298813849358105	0.04037413373589516	0.9689	0.9719	0.9704	0.9463
35	06:58:40	4	0.0000	0.20492241395713354	0.04070406034588814	0.9702	0.9709	0.9705	0.9467
36	07:13:06	4	0.0000	0.20365450964654042	0.038282010704278946	0.9723	0.9741	0.9732	0.9515
37	07:27:45	4	0.0000	0.1994880099227306	0.03877999633550644	0.973	0.9747	0.9738	0.9535
38	07:42:19	4	0.0000	0.201296717987009	0.04060836881399155	0.9643	0.9719	0.9681	0.9436
39	07:56:49	4	0.0000	0.20198568745801693	0.0384780615568161	0.9717	0.9753	0.9735	0.9524
40	08:11:17	4	0.0000	0.20255901631140086	0.04219762608408928	0.9708	0.9741	0.9725	0.9501
41	08:25:39	4	0.0000	0.19834139616465737	0.04129091277718544	0.968	0.9748	0.9714	0.9483
42	08:40:12	4	0.0000	0.19801593850899138	0.040899284183979034	0.9698	0.9741	0.972	0.9497
43	08:54:38	4	0.0000	0.1974095283492242	0.04305890202522278	0.9722	0.975	0.9736	0.9528
44	09:09:05	4	0.0000	0.198507542840135	0.04251164570450783	0.9708	0.9733	0.972	0.9502
45	09:23:36	4	0.0000	0.1989730212331652	0.041623178869485855	0.97	0.9738	0.9719	0.9493
46	09:38:05	4	0.0000	0.19446508786549105	0.044356927275657654	0.9696	0.974	0.9718	0.9502
47	09:52:42	4	0.0000	0.19672702059526967	0.04121476039290428	0.9669	0.9719	0.9694	0.9453
48	10:07:25	4	0.0000	0.19641905713545763	0.04465107619762421	0.9724	0.9726	0.9725	0.9513
49	10:21:59	4	0.0000	0.19391051118288022	0.048796962946653366	0.9745	0.97	0.9723	0.9511
50	10:36:32	4	0.0000	0.1922484096051704	0.04419364035129547	0.9703	0.9752	0.9727	0.9524
51	10:51:08	4	0.0000	0.1930227463664351	0.04651151970028877	0.9722	0.9714	0.9718	0.9499
52	11:05:46	4	0.0000	0.19487419717477997	0.041229214519262314	0.9696	0.9747	0.9721	0.9504
53	11:20:17	4	0.0000	0.19146349793836578	0.04118914157152176	0.9718	0.975	0.9734	0.9535
54	11:34:54	4	0.0000	0.18926722078256747	0.042282238602638245	0.9695	0.9741	0.9718	0.9509
55	11:49:27	4	0.0000	0.19355475346407075	0.04206901043653488	0.9703	0.9759	0.9731	0.9527
56	12:04:06	4	0.0000	0.18944172447379723	0.04363920912146568	0.9724	0.9733	0.9729	0.9524
