EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	02:49:06	4	0.0000	2.8122800062491455	0.5318354964256287	0.0	0.0	0.0	0.0
2	03:34:48	4	0.0000	0.6429210438893822	0.21213319897651672	0.5631	0.6589	0.6072	0.4531
3	04:20:33	4	0.0000	0.4184534367303001	0.10282479971647263	0.7857	0.8385	0.8112	0.6948
4	05:06:45	4	0.0000	0.32345138470613416	0.068959541618824	0.8115	0.8576	0.8339	0.7313
5	05:53:00	4	0.0000	0.2834082779570316	0.055915746837854385	0.8555	0.8921	0.8734	0.7877
6	06:39:23	4	0.0000	0.2684014223668941	0.05029822885990143	0.8645	0.9197	0.8912	0.8244
7	07:25:29	4	0.0000	0.2665130878970986	0.04414798319339752	0.9136	0.9317	0.9226	0.8745
8	08:11:40	4	0.0000	0.25748896517507314	0.03882385417819023	0.9154	0.9404	0.9277	0.8756
9	08:57:46	4	0.0000	0.25277655562824236	0.04287532716989517	0.921	0.939	0.9299	0.877
10	09:44:01	4	0.0000	0.24879405229763238	0.033493950963020325	0.9507	0.9614	0.956	0.9195
11	10:30:15	4	0.0000	0.24640046773593377	0.03340596705675125	0.9468	0.9629	0.9548	0.9181
12	11:16:17	4	0.0000	0.23693008057716156	0.033789876848459244	0.9525	0.9674	0.9599	0.9271
13	12:02:32	4	0.0000	0.23843244243698825	0.03589094430208206	0.952	0.9674	0.9596	0.927
14	12:48:08	4	0.0000	0.2421868848875126	0.03781341016292572	0.9489	0.9707	0.9597	0.9271
15	13:33:56	4	0.0000	0.2336698572128555	0.035536885261535645	0.958	0.9709	0.9644	0.9352
16	14:20:12	4	0.0000	0.2308317903637342	0.03862207010388374	0.9584	0.9693	0.9638	0.9347
17	15:06:03	4	0.0000	0.23017900738340358	0.03583623468875885	0.9623	0.9755	0.9688	0.944
18	15:52:16	4	0.0000	0.2245470385624875	0.03893056511878967	0.9599	0.9666	0.9632	0.9326
19	16:38:12	4	0.0000	0.22442024903942878	0.03883710131049156	0.9675	0.9741	0.9708	0.9475
20	17:24:23	4	0.0000	0.2265146955081933	0.04239026457071304	0.9505	0.9674	0.9589	0.9262
21	18:09:57	4	0.0000	0.22255193291765804	0.037486325949430466	0.9636	0.971	0.9673	0.9412
22	18:55:54	4	0.0000	0.22125946192224946	0.03820129856467247	0.9688	0.9741	0.9715	0.9491
23	19:42:15	4	0.0000	0.2187884136206181	0.04065929353237152	0.9669	0.9683	0.9676	0.9409
24	20:28:15	4	0.0000	0.2183210452074672	0.043288763612508774	0.9615	0.9686	0.965	0.9381
25	21:14:27	4	0.0000	0.21929796330484436	0.03761526197195053	0.9676	0.9733	0.9704	0.9465
26	22:00:37	4	0.0000	0.22013548295003837	0.037417471408843994	0.9678	0.9748	0.9713	0.9491
27	22:46:42	4	0.0000	0.21219141238106146	0.03960505127906799	0.9718	0.9743	0.9731	0.952
28	23:33:04	4	0.0000	0.21404472277741546	0.038288190960884094	0.9715	0.9759	0.9737	0.9524
29	00:19:12	4	0.0000	0.21408225935164182	0.041327059268951416	0.97	0.9747	0.9723	0.9495
30	01:04:58	4	0.0000	0.21289334700840232	0.040352873504161835	0.9729	0.9779	0.9754	0.9563
31	01:50:57	4	0.0000	0.2133654628241301	0.046297140419483185	0.9698	0.975	0.9724	0.9511
32	02:36:47	4	0.0000	0.21213279597599338	0.041658658534288406	0.9662	0.9759	0.971	0.949
33	03:22:44	4	0.0000	0.21196554224879446	0.04824717342853546	0.9734	0.9717	0.9726	0.9493
34	04:08:36	4	0.0000	0.20804370517521936	0.04133089631795883	0.9694	0.9736	0.9715	0.9481
35	04:54:35	4	0.0000	0.20720585718723625	0.042107224464416504	0.9725	0.9766	0.9745	0.9542
36	05:40:38	4	0.0000	0.2078405696876887	0.0462476946413517	0.9748	0.9747	0.9747	0.9538
37	06:26:36	4	0.0000	0.2082345648968049	0.0482499934732914	0.9691	0.9726	0.9708	0.9474
38	07:12:12	4	0.0000	0.20642169260771442	0.040717028081417084	0.97	0.9759	0.9729	0.9509
39	07:57:50	4	0.0000	0.20483532312397232	0.04109297692775726	0.9725	0.9769	0.9747	0.9539
40	08:43:47	4	0.0000	0.20380621923818829	0.041764963418245316	0.9725	0.9757	0.9741	0.9527
41	09:29:39	4	0.0000	0.2017009769918538	0.04217946156859398	0.9699	0.9783	0.9741	0.9539
42	10:15:25	4	0.0000	0.20265702814649336	0.04415237903594971	0.9725	0.9743	0.9734	0.9523
43	11:01:21	4	0.0000	0.20255231503611246	0.04125426337122917	0.9738	0.9791	0.9764	0.9566
44	11:47:28	4	0.0000	0.20190620420552063	0.04419757053256035	0.9711	0.9735	0.9723	0.9491
