EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	21:08:12	4	0.0000	4.692911219054893	4.282905578613281	0.0017	0.0233	0.0032	0.0016
2	21:15:15	4	0.0000	3.9258989855273065	2.932685136795044	0.0	0.0	0.0	0.0
3	21:22:17	4	0.0000	1.9388890855046648	0.7105672359466553	0.0	0.0	0.0	0.0
4	21:29:18	4	0.0000	0.8887753937402717	0.5203208327293396	0.0	0.0	0.0	0.0
5	21:36:21	4	0.0000	0.7255534565971863	0.4038955867290497	0.3244	0.1274	0.1829	0.104
6	21:43:24	4	0.0000	0.6187051959357551	0.3064652383327484	0.4121	0.3206	0.3607	0.2471
7	21:50:29	4	0.0000	0.5411383471037912	0.23173454403877258	0.5918	0.5766	0.5841	0.4433
8	21:57:35	4	0.0000	0.4738813077094492	0.17492938041687012	0.7572	0.778	0.7675	0.6407
9	22:04:40	4	0.0000	0.42205896475926086	0.13453395664691925	0.7751	0.8211	0.7974	0.6792
10	22:11:45	4	0.0000	0.38047402477720316	0.10657250136137009	0.8003	0.8485	0.8237	0.7174
11	22:18:51	4	0.0000	0.34979891089882625	0.08815717697143555	0.8177	0.8683	0.8422	0.7431
12	22:25:55	4	0.0000	0.3273917428453562	0.07661046087741852	0.8367	0.8804	0.858	0.7665
13	22:33:00	4	0.0000	0.3090939249754406	0.0690145194530487	0.8532	0.8966	0.8743	0.7891
14	22:40:05	4	0.0000	0.29705195359571	0.06450995802879333	0.8747	0.9071	0.8906	0.8156
15	22:47:11	4	0.0000	0.2882463724738041	0.06117456033825874	0.8788	0.9097	0.894	0.8229
16	22:54:16	4	0.0000	0.2849466768824448	0.05822569504380226	0.8847	0.9136	0.8989	0.8328
17	23:01:20	4	0.0000	0.2811241768249659	0.05472332239151001	0.8937	0.9193	0.9064	0.845
18	23:08:26	4	0.0000	0.274701674486543	0.05102449655532837	0.8956	0.9254	0.9102	0.8525
19	23:15:30	4	0.0000	0.26952084583296354	0.04859578609466553	0.9092	0.9324	0.9207	0.8675
20	23:22:36	4	0.0000	0.26498121418505205	0.04618581384420395	0.9124	0.9367	0.9244	0.8743
21	23:29:41	4	0.0000	0.26034541644131887	0.0433921217918396	0.9119	0.9423	0.9268	0.8769
22	23:36:48	4	0.0000	0.2600066149341978	0.04072324186563492	0.9204	0.945	0.9326	0.8856
23	23:43:53	4	0.0000	0.2576838447253042	0.039079926908016205	0.9207	0.9491	0.9347	0.8896
24	23:50:56	4	0.0000	0.2514649960065467	0.03733200207352638	0.9187	0.95	0.9341	0.8883
25	23:58:01	4	0.0000	0.2526900296520473	0.03572378680109978	0.9297	0.9531	0.9413	0.9003
26	00:05:06	4	0.0000	0.24930644065521448	0.03386950120329857	0.9321	0.9555	0.9436	0.9031
27	00:12:13	4	0.0000	0.24450948171176554	0.032346826046705246	0.9379	0.9588	0.9483	0.9108
28	00:19:18	4	0.0000	0.24363988731000313	0.03167930617928505	0.9392	0.961	0.95	0.9144
29	00:26:24	4	0.0000	0.2425198082356093	0.03074350208044052	0.9496	0.9652	0.9573	0.9276
30	00:33:30	4	0.0000	0.2425628403648658	0.030221709981560707	0.9519	0.9655	0.9587	0.9287
31	00:40:34	4	0.0000	0.24180498777611323	0.029257016256451607	0.9524	0.9691	0.9607	0.9328
